"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","45 - 49세",-,-,-,-,-,-,-,-,166446,163732,161607,164287,167741,173329,175882,174203,167261,160315,152324,145718,142536,142001,141574,143779,147148,150153,152165,154044,153099,150927,148247,146327,143105,136997,130495,124089,115655,108178,104697
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","50 - 54세",-,-,-,-,-,-,-,-,178722,182703,181900,180961,176665,172220,168356,165145,167551,170962,176485,178894,177143,170135,163038,154890,148185,145011,144593,144366,146863,150584,153824,155984,157957,157001,154737,151937,149851,146462,140179
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","55 - 59세",-,-,-,-,-,-,-,-,164487,164602,175117,174784,182327,186040,189456,187852,186540,181762,176854,172632,169082,171270,174708,180249,182624,180868,173808,166541,158207,151354,148153,147839,147806,150580,154647,158148,160487,162599,161662
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","60 - 64세",-,-,-,-,-,-,-,-,173363,180034,178312,178888,171055,171834,171346,181238,181285,188876,192568,196027,194349,192716,187517,182201,177657,173818,175870,179424,185076,187501,185769,178629,171132,162576,155552,152311,152101,152269,155337
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","65 - 69세",-,-,-,-,-,-,-,-,129281,139135,149583,158347,171032,176827,182800,180929,181284,173683,174548,174035,183712,184124,191674,195357,198808,197103,195227,189756,184190,179487,175544,177586,181279,187000,189437,187683,180492,172891,164283
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","70 - 74세",-,-,-,-,-,-,-,-,98516,100405,103033,111027,121192,127622,137291,147584,156313,168724,174358,180112,178353,178631,171451,172418,172006,181411,182136,189558,193221,196620,194972,193020,187533,181960,177326,173474,175567,179372,185109
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","75 - 79세",-,-,-,-,-,-,-,-,73246,73921,77402,83260,87991,91725,93604,96379,104246,113929,120246,129428,139185,147702,159548,164862,170295,168666,169043,162641,163761,163589,172545,173595,180702,184242,187541,186157,184320,179171,173923
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","80세이상",-,-,-,-,-,-,-,-,121678,126711,129763,131786,131443,135979,140489,145213,150772,153393,159555,164247,170058,181131,191158,201340,212795,225616,241782,259705,271585,284434,291936,304040,311433,320071,328397,340253,349103,359252,367260
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","80 - 84세",-,-,-,-,-,-,-,-,65422,67203,65991,64911,62285,61856,62873,66176,71218,75006,78395,80212,82930,90237,98782,104588,112719,121341,129224,139868,144507,149259,147753,148354,143151,144394,144643,152790,154245,160755,164072
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","85 - 89세",-,-,-,-,-,-,-,-,39941,41480,43691,44346,44227,47032,48722,48069,47315,45288,45478,46713,49411,53264,55807,58586,60188,62580,68684,75305,80008,86265,92895,99421,107886,111309,114906,113619,114480,111032,112344
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","90 - 94세",-,-,-,-,-,-,-,-,13272,14703,16249,18272,20255,21665,22749,24113,24546,24609,26504,27595,27293,26845,25557,26137,27277,29055,31372,32570,34393,35484,37128,41233,45217,48161,51933,55984,60400,65853,67731
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","95 - 99세",-,-,-,-,-,-,-,-,2625,2842,3367,3789,4167,4852,5479,6073,6823,7537,8066,8470,9025,9212,9277,10157,10631,10510,10305,9721,10191,10823,11586,12512,12811,13635,14148,14923,16842,18473,19717
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","계","100세 이상",-,-,-,-,-,-,-,-,418,483,465,468,509,574,666,782,870,953,1112,1257,1399,1573,1735,1872,1980,2130,2197,2241,2486,2603,2574,2520,2368,2572,2767,2937,3136,3139,3396
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","계",-,-,-,-,-,-,-,-,1123401,1136133,1146019,1147621,1148645,1149403,1149929,1150168,1150163,1149887,1149282,1148317,1146941,1145128,1142873,1140162,1136934,1133087,1128673,1123854,1118549,1112683,1106270,1099402,1092072,1084193,1075800,1066930,1057564,1047677,1037322
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","0 - 4세",-,-,-,-,-,-,-,-,33280,30940,29192,27479,25910,24934,24248,23927,23808,24038,24375,24624,24776,24827,24784,24663,24435,24083,23646,23150,22624,22126,21709,21347,21021,20699,20353,19956,19496,18961,18354
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","5 - 9세",-,-,-,-,-,-,-,-,48046,45770,43192,39878,36518,33373,30913,28848,27133,25553,24543,23814,23478,23366,23609,23951,24205,24360,24413,24375,24255,24027,23677,23245,22756,22237,21751,21340,20984,20672,20359
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","10 - 14세",-,-,-,-,-,-,-,-,53206,52618,52487,52223,50786,48601,46083,43278,39977,36595,33456,31015,28937,27200,25597,24555,23786,23425,23306,23552,23898,24152,24305,24354,24308,24185,23956,23606,23173,22683,22163
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","15 - 19세",-,-,-,-,-,-,-,-,54434,54236,52954,52647,53514,53983,53306,52945,52653,51238,49090,46578,43775,40497,37106,33979,31569,29492,27737,26135,25064,24252,23869,23752,24011,24361,24616,24770,24818,24772,24645
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","20 - 24세",-,-,-,-,-,-,-,-,71138,70363,68568,63943,59853,58243,57093,55762,55645,56524,56962,56279,55923,55620,54274,52251,49805,47075,43897,40580,37584,35296,33273,31565,30009,28907,28050,27681,27606,27907,28263
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","25 - 29세",-,-,-,-,-,-,-,-,76542,78530,79355,78662,77283,74088,70963,67918,63479,59626,58091,57147,56072,56011,56867,57230,56533,56222,56002,54804,52919,50608,48091,45108,41879,39032,36875,34900,33234,31700,30560
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","30 - 34세",-,-,-,-,-,-,-,-,74900,78237,80484,81828,82985,82747,82198,81038,79913,78191,74807,71452,68168,63698,59818,58231,57390,56434,56353,57190,57541,56871,56557,56342,55184,53284,50917,48368,45306,41954,39078
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","35 - 39세",-,-,-,-,-,-,-,-,79407,77604,77409,77358,77136,78285,80079,81780,83268,84469,84155,83330,81872,80519,78601,75086,71546,68098,63572,59618,57968,57172,56269,56162,57002,57359,56702,56371,56154,54999,53059
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","40 - 44세",-,-,-,-,-,-,-,-,90768,92480,92511,89187,85677,81687,78445,77294,77368,77366,78811,80947,82872,84429,85645,85270,84254,82611,81115,79066,75445,71775,68208,63631,59602,57889,57133,56268,56136,56984,57353
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","45 - 49세",-,-,-,-,-,-,-,-,88472,87122,86353,87813,90211,93188,94453,93493,90121,86512,82433,79145,78002,78153,78296,79941,82317,84394,85987,87218,86794,85638,83856,82259,80113,76417,72637,68984,64367,60272,58508
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","50 - 54세",-,-,-,-,-,-,-,-,94863,97166,97034,96593,93898,91411,89519,88081,89369,91714,94625,95839,94888,91494,87804,83658,80327,79179,79388,79645,81451,84023,86223,87871,89132,88683,87422,85548,83879,81660,77896
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","55 - 59세",-,-,-,-,-,-,-,-,86116,86006,91524,91449,95770,98146,100208,99627,98984,96074,93385,91310,89682,90851,93189,96084,97301,96390,92996,89246,85047,81669,80514,80783,81153,83109,85872,88207,89923,91239,90790
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","60 - 64세",-,-,-,-,-,-,-,-,87938,91856,91549,92587,88803,89377,89094,94102,94240,98535,100857,102946,102358,101567,98502,95655,93434,91658,92760,95151,98093,99371,98529,95140,91313,87044,83611,82447,82783,83272,85387
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","65 - 69세",-,-,-,-,-,-,-,-,63762,68978,74515,79114,85867,89101,92625,92212,93084,89473,90099,89778,94598,94960,99199,101505,103596,103027,102134,99002,96091,93819,92007,93125,95593,98579,99902,99103,95727,91879,87626
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","70 - 74세",-,-,-,-,-,-,-,-,47116,47978,49216,53301,58574,62089,67205,72534,77066,83572,86664,90031,89672,90474,87159,87847,87581,92191,92747,96884,99175,101244,100749,99861,96811,93972,91787,90063,91229,93742,96731
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","75 - 79세",-,-,-,-,-,-,-,-,32321,33365,35700,38702,40778,42581,43530,44849,48800,53700,57075,61826,66769,71102,77184,80040,83164,82839,83648,80832,81622,81516,85850,86620,90555,92767,94772,94447,93656,90869,88291
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","80세이상",-,-,-,-,-,-,-,-,41092,42884,43976,44857,45082,47569,49967,52480,55255,56707,59854,62256,65099,70360,75239,80216,85691,91609,98972,107406,112978,119124,122584,128237,131630,135669,139444,144871,149093,154112,158259
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","80 - 84세",-,-,-,-,-,-,-,-,24495,25414,25309,25307,24803,25569,26670,28644,31083,32615,34211,35115,36375,39897,44000,46945,50933,55061,58896,64151,66538,69191,68892,69778,67716,68585,68756,72601,73577,77067,79086
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","85 - 89세",-,-,-,-,-,-,-,-,12804,13297,13982,14221,14308,15450,16258,16260,16278,15932,16683,17614,19032,20694,21593,22821,23545,24553,27237,30122,32301,35107,38006,40941,44823,46464,48379,48134,49016,47853,48693
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","90 - 94세",-,-,-,-,-,-,-,-,3209,3570,4014,4596,5187,5627,5971,6351,6493,6588,7238,7683,7702,7705,7516,8064,8655,9414,10253,10605,11327,11757,12366,13934,15448,16649,18130,19681,21410,23601,24411
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","95 - 99세",-,-,-,-,-,-,-,-,522,537,612,673,722,853,989,1134,1301,1466,1594,1695,1818,1867,1909,2143,2297,2298,2292,2223,2464,2695,2949,3214,3284,3557,3719,3954,4547,5046,5464
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","남자","100세 이상",-,-,-,-,-,-,-,-,62,66,59,60,62,70,79,91,100,106,128,149,172,197,221,243,261,283,294,305,348,374,371,370,359,414,460,501,543,545,605
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","계",-,-,-,-,-,-,-,-,1062595,1067865,1072153,1070787,1069039,1067207,1065406,1063577,1061709,1059758,1057575,1055148,1052545,1049738,1046706,1043428,1039911,1036108,1031942,1027435,1022615,1017456,1011913,1005942,999408,992416,984990,977052,968639,959710,950095
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","0 - 4세",-,-,-,-,-,-,-,-,31806,29490,27699,26172,24946,23940,23269,22907,22799,23019,23343,23583,23729,23779,23737,23619,23400,23062,22641,22168,21666,21191,20790,20444,20130,19823,19489,19112,18674,18163,17582
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","5 - 9세",-,-,-,-,-,-,-,-,45920,43480,41422,38101,34575,31680,29273,27287,25761,24502,23453,22756,22387,22290,22523,22852,23092,23237,23286,23245,23128,22910,22579,22165,21699,21206,20744,20353,20019,19716,19416
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","10 - 14세",-,-,-,-,-,-,-,-,49448,49287,49083,48927,47899,46022,43495,41146,37859,34384,31540,29172,27200,25660,24377,23301,22582,22203,22106,22341,22668,22909,23052,23098,23053,22936,22724,22392,21978,21513,21024
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","15 - 19세",-,-,-,-,-,-,-,-,50756,49693,48334,48622,49413,49951,49627,49243,49075,48046,46164,43666,41329,38049,34625,31831,29511,27580,26063,24770,23668,22926,22536,22452,22697,23025,23265,23406,23450,23408,23286
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","20 - 24세",-,-,-,-,-,-,-,-,61082,61173,60330,55613,51149,48519,47497,46582,46989,47663,48116,47742,47394,47243,46264,44515,42239,40074,37020,33966,31523,29519,27838,26470,25231,24157,23457,23128,23107,23378,23696
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","25 - 29세",-,-,-,-,-,-,-,-,56728,56119,56176,56786,56866,55552,53985,51846,47900,44490,42670,42170,41423,41737,42315,42726,42304,42017,41977,41118,39583,37600,35722,33062,30435,28321,26579,25072,23801,22636,21640
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","30 - 34세",-,-,-,-,-,-,-,-,58401,59395,60394,60214,60451,59824,58726,57949,58165,57686,55890,53866,51522,47752,44487,42781,42396,41683,41942,42509,42932,42491,42248,42231,41379,39871,37890,35983,33314,30657,28483
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","35 - 39세",-,-,-,-,-,-,-,-,66770,64090,62710,61779,60894,61039,61607,62216,62366,62835,62275,61235,60417,60375,59597,57500,55148,52621,48846,45550,43855,43536,42836,43050,43621,44071,43616,43378,43352,42483,40933
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","40 - 44세",-,-,-,-,-,-,-,-,77625,79250,79155,75649,72383,68566,65304,63236,62462,61776,62178,62996,63794,64104,64685,64153,63132,62272,62069,61117,58841,56282,53634,49846,46516,44819,44541,43846,44025,44607,45073
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","45 - 49세",-,-,-,-,-,-,-,-,77974,76610,75254,76474,77530,80141,81429,80710,77140,73803,69891,66573,64534,63848,63278,63838,64831,65759,66178,66826,66305,65289,64391,64068,62992,60580,57858,55105,51288,47906,46189
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","50 - 54세",-,-,-,-,-,-,-,-,83859,85537,84866,84368,82767,80809,78837,77064,78182,79248,81860,83055,82255,78641,75234,71232,67858,65832,65205,64721,65412,66561,67601,68113,68825,68318,67315,66389,65972,64802,62283
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","55 - 59세",-,-,-,-,-,-,-,-,78371,78596,83593,83335,86557,87894,89248,88225,87556,85688,83469,81322,79400,80419,81519,84165,85323,84478,80812,77295,73160,69685,67639,67056,66653,67471,68775,69941,70564,71360,70872
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","60 - 64세",-,-,-,-,-,-,-,-,85425,88178,86763,86301,82252,82457,82252,87136,87045,90341,91711,93081,91991,91149,89015,86546,84223,82160,83110,84273,86983,88130,87240,83489,79819,75532,71941,69864,69318,68997,69950
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","65 - 69세",-,-,-,-,-,-,-,-,65519,70157,75068,79233,85165,87726,90175,88717,88200,84210,84449,84257,89114,89164,92475,93852,95212,94076,93093,90754,88099,85668,83537,84461,85686,88421,89535,88580,84765,81012,76657
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","70 - 74세",-,-,-,-,-,-,-,-,51400,52427,53817,57726,62618,65533,70086,75050,79247,85152,87694,90081,88681,88157,84292,84571,84425,89220,89389,92674,94046,95376,94223,93159,90722,87988,85539,83411,84338,85630,88378
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","75 - 79세",-,-,-,-,-,-,-,-,40925,40556,41702,44558,47213,49144,50074,51530,55446,60229,63171,67602,72416,76600,82364,84822,87131,85827,85395,81809,82139,82073,86695,86975,90147,91475,92769,91710,90664,88302,85632
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","80세이상",-,-,-,-,-,-,-,-,80586,83827,85787,86929,86361,88410,90522,92733,95517,96686,99701,101991,104959,110771,115919,121124,127104,134007,142810,152299,158607,165310,169352,175803,179803,184402,188953,195382,200010,205140,209001
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","80 - 84세",-,-,-,-,-,-,-,-,40927,41789,40682,39604,37482,36287,36203,37532,40135,42391,44184,45097,46555,50340,54782,57643,61786,66280,70328,75717,77969,80068,78861,78576,75435,75809,75887,80189,80668,83688,84986
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","85 - 89세",-,-,-,-,-,-,-,-,27137,28183,29709,30125,29919,31582,32464,31809,31037,29356,28795,29099,30379,32570,34214,35765,36643,38027,41447,45183,47707,51158,54889,58480,63063,64845,66527,65485,65464,63179,63651
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","90 - 94세",-,-,-,-,-,-,-,-,10063,11133,12235,13676,15068,16038,16778,17762,18053,18021,19266,19912,19591,19140,18041,18073,18622,19641,21119,21965,23066,23727,24762,27299,29769,31512,33803,36303,38990,42252,43320
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","95 - 99세",-,-,-,-,-,-,-,-,2103,2305,2755,3116,3445,3999,4490,4939,5522,6071,6472,6775,7207,7345,7368,8014,8334,8212,8013,7498,7727,8128,8637,9298,9527,10078,10429,10969,12295,13427,14253
"저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위)","충청남도","여자","100세 이상",-,-,-,-,-,-,-,-,356,417,406,408,447,504,587,691,770,847,984,1108,1227,1376,1514,1629,1719,1847,1903,1936,2138,2229,2203,2150,2009,2158,2307,2436,2593,2594,2791
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","계",-,-,-,-,-,-,-,-,2185996,2188029,2180534,2172875,2164744,2156581,2148412,2140270,2132152,2124049,2115929,2107764,2099520,2091131,2082584,2073818,2064624,2054840,2044370,2033167,2021256,2008669,1995407,1981427,1966649,1951014,1934534,1917178,1898964,1879981,1860232
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","0 - 4세",-,-,-,-,-,-,-,-,65086,60016,56087,53060,51020,50424,50516,51317,52727,54569,56366,58078,59658,61072,62289,63296,63909,63982,63568,62729,61528,60203,58955,57767,56611,55437,54192,52832,51330,49672,47879
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","5 - 9세",-,-,-,-,-,-,-,-,93966,88990,84090,77725,70956,64859,59989,56067,53042,51004,50410,50503,51305,52716,54556,56352,58064,59645,61059,62276,63284,63900,63971,63558,62719,61520,60197,58947,57758,56603,55430
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","10 - 14세",-,-,-,-,-,-,-,-,102654,101582,100722,100199,97739,93795,88957,84065,77705,70940,64848,59983,56062,53037,50999,50405,50499,51300,52710,54552,56349,58061,59642,61057,62275,63283,63898,63970,63556,62718,61518
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","15 - 19세",-,-,-,-,-,-,-,-,105190,103858,100298,100052,101636,102578,101509,100652,100132,97675,93736,88902,84014,77659,70901,64813,59954,56038,53015,50980,50388,50481,51283,52693,54534,56331,58044,59624,61038,62256,63264
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","20 - 24세",-,-,-,-,-,-,-,-,132220,132931,129549,121009,112126,107013,103706,100164,99922,101511,102457,101394,100540,100024,97574,93641,88815,83936,77592,70842,64762,59909,55995,52976,50942,50348,50444,51248,52659,54500,56299
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","25 - 29세",-,-,-,-,-,-,-,-,133270,133596,132762,134378,135847,134544,132658,129301,120789,111931,106835,103540,100010,99774,101364,102311,101249,100401,99890,97448,93530,88713,83846,77512,70773,64698,59847,55936,52921,50890,50297
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","30 - 34세",-,-,-,-,-,-,-,-,133301,136124,136785,136828,137058,135148,133236,132422,134050,135529,134244,132375,129037,120553,111724,106647,103365,99846,99612,101203,102153,101101,100257,99752,97318,93411,88607,83747,77422,70694,64628
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","35 - 39세",-,-,-,-,-,-,-,-,146177,140400,136935,135722,134191,134665,135671,136350,136408,136655,134762,132867,132068,133705,135195,133927,132079,128761,120307,111503,106443,103173,99668,99442,101038,101992,100947,100108,99607,97177,93281
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","40 - 44세",-,-,-,-,-,-,-,-,168393,170501,168428,161304,154267,146278,139694,136272,135089,133584,134077,135099,135793,135868,136130,134260,132389,131613,133265,134773,133524,131700,128405,119986,111216,106177,102924,99438,99220,100818,101776
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","45 - 49세",-,-,-,-,-,-,-,-,166446,162213,158440,160140,162643,167375,169303,167290,160248,153289,145382,138866,135488,134329,132855,133370,134410,135126,135221,135501,133663,131823,131070,132743,134269,133045,131245,127978,119601,110871,105857
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","50 - 54세",-,-,-,-,-,-,-,-,178722,180666,177584,175341,170090,164968,160617,156944,158685,161214,165951,167904,165944,158990,152118,144304,137873,134550,133432,131996,132532,133593,134333,134452,134757,132954,131146,130420,132110,133656,132463
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","55 - 59세",-,-,-,-,-,-,-,-,164487,162204,170473,168391,174219,176236,178019,175084,172946,167847,162860,158633,155069,156854,159413,164153,166140,164250,157412,150656,142967,136638,133381,132312,130922,131490,132575,133339,133482,133808,132045
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","60 - 64세",-,-,-,-,-,-,-,-,173363,177317,173223,171776,162098,161027,158843,167081,165163,170982,173051,174891,172102,170083,165156,160333,156252,152827,154676,157270,162020,164049,162239,155535,148915,141370,135161,131981,130962,129624,130229
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","65 - 69세",-,-,-,-,-,-,-,-,129281,137614,146561,153531,164164,167931,171921,168070,166833,157594,156691,154722,162881,161153,166940,169065,170971,168379,166515,161818,157194,153299,150040,151963,154604,159359,161433,159712,153162,146703,139340
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","70 - 74세",-,-,-,-,-,-,-,-,98516,99699,101628,108707,117807,122925,131107,139809,146710,157099,160846,164809,161205,160202,151521,150819,149123,157163,155698,161436,163622,165600,163249,161565,157159,152789,149130,146085,148086,150772,155514
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","75 - 79세",-,-,-,-,-,-,-,-,73246,73606,76918,82417,86824,90176,91548,93582,100453,109015,113979,121705,129921,136670,146637,150254,154095,150777,150122,142275,141842,140536,148325,147224,152817,155027,157035,155010,153526,149526,145520
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","80세이상",-,-,-,-,-,-,-,-,121678,126712,130051,132295,132059,136639,141118,145800,151250,153611,159434,163493,168423,178442,187212,195868,205437,216246,230276,245909,255455,265890,270748,280890,285780,291783,297709,306803,312524,319693,324892
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","80 - 84세",-,-,-,-,-,-,-,-,65422,67113,65929,64777,62025,61423,62192,65268,70151,73822,76991,78373,80374,86766,94324,98890,105745,113067,119470,128621,131890,135402,132452,132280,125764,125675,124926,132121,131513,136708,138854
