"행정구역별(읍면동)","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"선장면","20~24세","총인구_남자(명)","","116","","","","","105","","","58","71",
"선장면","20~24세","총인구_여자(명)","","70","","","","","44","","","34","20",
"선장면","20~24세","총인구_성비","","165.7","","","","","238.6","","","170.6","355",
"선장면","20~24세","내국인(명)","","124","","","","","87","","","57","47",
"선장면","20~24세","내국인_남자(명)","","68","","","","","46","","","26","31",
"선장면","20~24세","내국인_여자(명)","","56","","","","","41","","","31","16",
"선장면","20~24세","내국인_성비","","121.4","","","","","112.2","","","83.9","193.8",
"선장면","25~29세","총인구(명)","","260","","","","","211","","","171","160",
"선장면","25~29세","총인구_남자(명)","","198","","","","","169","","","133","115",
"선장면","25~29세","총인구_여자(명)","","62","","","","","42","","","38","45",
"선장면","25~29세","총인구_성비","","319.4","","","","","402.4","","","350","255.6",
"선장면","25~29세","내국인(명)","","123","","","","","93","","","76","79",
"선장면","25~29세","내국인_남자(명)","","86","","","","","60","","","44","37",
"선장면","25~29세","내국인_여자(명)","","37","","","","","33","","","32","42",
"선장면","25~29세","내국인_성비","","232.4","","","","","181.8","","","137.5","88.1",
"선장면","30~34세","총인구(명)","","204","","","","","204","","","174","181",
"선장면","30~34세","총인구_남자(명)","","152","","","","","164","","","143","146",
"선장면","30~34세","총인구_여자(명)","","52","","","","","40","","","31","35",
"선장면","30~34세","총인구_성비","","292.3","","","","","410","","","461.3","417.1",
"선장면","30~34세","내국인(명)","","98","","","","","76","","","68","60",
"선장면","30~34세","내국인_남자(명)","","65","","","","","48","","","46","35",
"선장면","30~34세","내국인_여자(명)","","33","","","","","28","","","22","25",
"선장면","30~34세","내국인_성비","","197","","","","","171.4","","","209.1","140",
"선장면","35~39세","총인구(명)","","197","","","","","175","","","165","167",
"선장면","35~39세","총인구_남자(명)","","137","","","","","140","","","129","131",
"선장면","35~39세","총인구_여자(명)","","60","","","","","35","","","36","36",
"선장면","35~39세","총인구_성비","","228.3","","","","","400","","","358.3","363.9",
"선장면","35~39세","내국인(명)","","131","","","","","80","","","76","70",
"선장면","35~39세","내국인_남자(명)","","83","","","","","52","","","51","49",
"선장면","35~39세","내국인_여자(명)","","48","","","","","28","","","25","21",
"선장면","35~39세","내국인_성비","","172.9","","","","","185.7","","","204","233.3",
"선장면","40~44세","총인구(명)","","192","","","","","148","","","144","151",
"선장면","40~44세","총인구_남자(명)","","134","","","","","103","","","114","121",
"선장면","40~44세","총인구_여자(명)","","58","","","","","45","","","30","30",
"선장면","40~44세","총인구_성비","","231","","","","","228.9","","","380","403.3",
"선장면","40~44세","내국인(명)","","147","","","","","99","","","79","80",
"선장면","40~44세","내국인_남자(명)","","102","","","","","61","","","51","53",
"선장면","40~44세","내국인_여자(명)","","45","","","","","38","","","28","27",
"선장면","40~44세","내국인_성비","","226.7","","","","","160.5","","","182.1","196.3",
"선장면","45~49세","총인구(명)","","217","","","","","164","","","135","132",
"선장면","45~49세","총인구_남자(명)","","141","","","","","121","","","99","88",
"선장면","45~49세","총인구_여자(명)","","76","","","","","43","","","36","44",
"선장면","45~49세","총인구_성비","","185.5","","","","","281.4","","","275","200",
"선장면","45~49세","내국인(명)","","186","","","","","136","","","107","98",
"선장면","45~49세","내국인_남자(명)","","119","","","","","95","","","74","61",
"선장면","45~49세","내국인_여자(명)","","67","","","","","41","","","33","37",
"선장면","45~49세","내국인_성비","","177.6","","","","","231.7","","","224.2","164.9",
"선장면","50~54세","총인구(명)","","282","","","","","226","","","196","183",
"선장면","50~54세","총인구_남자(명)","","159","","","","","143","","","121","124",
"선장면","50~54세","총인구_여자(명)","","123","","","","","83","","","75","59",
"선장면","50~54세","총인구_성비","","129.3","","","","","172.3","","","161.3","210.2",
"선장면","50~54세","내국인(명)","","269","","","","","208","","","182","169",
"선장면","50~54세","내국인_남자(명)","","147","","","","","129","","","110","113",
"선장면","50~54세","내국인_여자(명)","","122","","","","","79","","","72","56",
"선장면","50~54세","내국인_성비","","120.5","","","","","163.3","","","152.8","201.8",
"선장면","55~59세","총인구(명)","","332","","","","","295","","","257","273",
"선장면","55~59세","총인구_남자(명)","","165","","","","","152","","","152","162",
"선장면","55~59세","총인구_여자(명)","","167","","","","","143","","","105","111",
"선장면","55~59세","총인구_성비","","98.8","","","","","106.3","","","144.8","145.9",
"선장면","55~59세","내국인(명)","","322","","","","","286","","","249","263",
"선장면","55~59세","내국인_남자(명)","","157","","","","","147","","","146","154",
"선장면","55~59세","내국인_여자(명)","","165","","","","","139","","","103","109",
"선장면","55~59세","내국인_성비","","95.2","","","","","105.8","","","141.7","141.3",
"선장면","60~64세","총인구(명)","","363","","","","","365","","","359","344",
"선장면","60~64세","총인구_남자(명)","","154","","","","","184","","","175","170",
"선장면","60~64세","총인구_여자(명)","","209","","","","","181","","","184","174",
"선장면","60~64세","총인구_성비","","73.7","","","","","101.7","","","95.1","97.7",
"선장면","60~64세","내국인(명)","","361","","","","","358","","","353","339",
"선장면","60~64세","내국인_남자(명)","","152","","","","","178","","","171","167",
"선장면","60~64세","내국인_여자(명)","","209","","","","","180","","","182","172",
"선장면","60~64세","내국인_성비","","72.7","","","","","98.9","","","94","97.1",
"선장면","65~69세","총인구(명)","","303","","","","","372","","","375","367",
"선장면","65~69세","총인구_남자(명)","","177","","","","","160","","","187","195",
"선장면","65~69세","총인구_여자(명)","","126","","","","","212","","","188","172",
"선장면","65~69세","총인구_성비","","140.5","","","","","75.5","","","99.5","113.4",
"선장면","65~69세","내국인(명)","","300","","","","","368","","","370","363",
"선장면","65~69세","내국인_남자(명)","","176","","","","","158","","","183","192",
"선장면","65~69세","내국인_여자(명)","","124","","","","","210","","","187","171",
"선장면","65~69세","내국인_성비","","141.9","","","","","75.2","","","97.9","112.3",
"선장면","70~74세","총인구(명)","","309","","","","","278","","","322","324",
"선장면","70~74세","총인구_남자(명)","","135","","","","","161","","","149","141",
"선장면","70~74세","총인구_여자(명)","","174","","","","","117","","","173","183",
"선장면","70~74세","총인구_성비","","77.6","","","","","137.6","","","86.1","77",
"선장면","70~74세","내국인(명)","","309","","","","","277","","","321","323",
"선장면","70~74세","내국인_남자(명)","","135","","","","","160","","","148","140",
"선장면","70~74세","내국인_여자(명)","","174","","","","","117","","","173","183",
"선장면","70~74세","내국인_성비","","77.6","","","","","136.8","","","85.5","76.5",
"선장면","75~79세","총인구(명)","","311","","","","","268","","","240","246",
"선장면","75~79세","총인구_남자(명)","","129","","","","","112","","","123","137",
"선장면","75~79세","총인구_여자(명)","","182","","","","","156","","","117","109",
"선장면","75~79세","총인구_성비","","70.9","","","","","71.8","","","105.1","125.7",
"선장면","75~79세","내국인(명)","","310","","","","","268","","","239","244",
"선장면","75~79세","내국인_남자(명)","","129","","","","","112","","","123","136",
"선장면","75~79세","내국인_여자(명)","","181","","","","","156","","","116","108",
"선장면","75~79세","내국인_성비","","71.3","","","","","71.8","","","106","125.9",
"선장면","80~84세","총인구(명)","","227","","","","","230","","","223","209",
"선장면","80~84세","총인구_남자(명)","","95","","","","","90","","","92","78",
"선장면","80~84세","총인구_여자(명)","","132","","","","","140","","","131","131",
"선장면","80~84세","총인구_성비","","72","","","","","64.3","","","70.2","59.5",
"선장면","80~84세","내국인(명)","","227","","","","","230","","","223","209",
"선장면","80~84세","내국인_남자(명)","","95","","","","","90","","","92","78",
"선장면","80~84세","내국인_여자(명)","","132","","","","","140","","","131","131",
"선장면","80~84세","내국인_성비","","72","","","","","64.3","","","70.2","59.5",
"선장면","85~89세","총인구(명)","","88","","","","","136","","","158","152",
"선장면","85~89세","총인구_남자(명)","","24","","","","","56","","","58","51",
"선장면","85~89세","총인구_여자(명)","","64","","","","","80","","","100","101",
"선장면","85~89세","총인구_성비","","37.5","","","","","70","","","58","50.5",
"선장면","85~89세","내국인(명)","","88","","","","","136","","","158","152",
"선장면","85~89세","내국인_남자(명)","","24","","","","","56","","","58","51",
"선장면","85~89세","내국인_여자(명)","","64","","","","","80","","","100","101",
"선장면","85~89세","내국인_성비","","37.5","","","","","70","","","58","50.5",
"선장면","90~94세","총인구(명)","","28","","","","","30","","","54","61",
"선장면","90~94세","총인구_남자(명)","","6","","","","","8","","","21","20",
"선장면","90~94세","총인구_여자(명)","","22","","","","","22","","","33","41",
"선장면","90~94세","총인구_성비","","27.3","","","","","36.4","","","63.6","48.8",
"선장면","90~94세","내국인(명)","","28","","","","","30","","","54","61",
"선장면","90~94세","내국인_남자(명)","","6","","","","","8","","","21","20",
"선장면","90~94세","내국인_여자(명)","","22","","","","","22","","","33","41",
"선장면","90~94세","내국인_성비","","27.3","","","","","36.4","","","63.6","48.8",
"선장면","95~99세","총인구(명)","","7","","","","","8","","","6","15",
"선장면","95~99세","총인구_남자(명)","","X","","","","","X","","","X","X",
"선장면","95~99세","총인구_여자(명)","","7","","","","","7","","","6","11",
"선장면","95~99세","총인구_성비","","0","","","","","14.3","","","0","36.4",
"선장면","95~99세","내국인(명)","","7","","","","","8","","","6","15",
"선장면","95~99세","내국인_남자(명)","","X","","","","","X","","","X","X",
"선장면","95~99세","내국인_여자(명)","","7","","","","","7","","","6","11",
"선장면","95~99세","내국인_성비","","0","","","","","14.3","","","0","36.4",
"선장면","100세이상","총인구(명)","","X","","","","","X","","","X","X",
"선장면","100세이상","총인구_남자(명)","","X","","","","","X","","","X","X",
"선장면","100세이상","총인구_여자(명)","","X","","","","","X","","","X","X",
"선장면","100세이상","총인구_성비","","","","","","","0","","","0","0",
"선장면","100세이상","내국인(명)","","X","","","","","X","","","X","X",
"선장면","100세이상","내국인_남자(명)","","X","","","","","X","","","X","X",
"선장면","100세이상","내국인_여자(명)","","X","","","","","X","","","X","X",
"선장면","100세이상","내국인_성비","","","","","","","0","","","0","0",
"선장면","15세미만","총인구(명)","","157","","","","","96","","","70","64",
"선장면","15세미만","총인구_남자(명)","","86","","","","","54","","","38","36",
"선장면","15세미만","총인구_여자(명)","","71","","","","","42","","","32","28",
"선장면","15세미만","총인구_성비","","121.1","","","","","128.6","","","118.8","128.6",
"선장면","15세미만","내국인(명)","","156","","","","","94","","","70","62",
"선장면","15세미만","내국인_남자(명)","","85","","","","","53","","","38","34",
"선장면","15세미만","내국인_여자(명)","","71","","","","","41","","","32","28",
"선장면","15세미만","내국인_성비","","119.7","","","","","129.3","","","118.8","121.4",
"선장면","15~64세","총인구(명)","","2323","","","","","1989","","","1730","1720",
"선장면","15~64세","총인구_남자(명)","","1404","","","","","1306","","","1146","1148",
"선장면","15~64세","총인구_여자(명)","","919","","","","","683","","","584","572",
"선장면","15~64세","총인구_성비","","152.8","","","","","191.2","","","196.2","200.7",
"선장면","15~64세","내국인(명)","","1849","","","","","1474","","","1279","1241",
"선장면","15~64세","내국인_남자(명)","","1026","","","","","841","","","736","718",
"선장면","15~64세","내국인_여자(명)","","823","","","","","633","","","543","523",
"선장면","15~64세","내국인_성비","","124.7","","","","","132.9","","","135.5","137.3",
"선장면","65세이상","총인구(명)","","1273","","","","","1323","","","1381","1375",
"선장면","65세이상","총인구_남자(명)","","566","","","","","588","","","630","626",
"선장면","65세이상","총인구_여자(명)","","707","","","","","735","","","751","749",
"선장면","65세이상","총인구_성비","","80.1","","","","","80","","","83.9","83.6",
"선장면","65세이상","내국인(명)","","1269","","","","","1318","","","1374","1368",
"선장면","65세이상","내국인_남자(명)","","565","","","","","585","","","625","621",
"선장면","65세이상","내국인_여자(명)","","704","","","","","733","","","749","747",
"선장면","65세이상","내국인_성비","","80.3","","","","","79.8","","","83.4","83.1",
"선장면","85세이상","총인구(명)","","123","","","","","175","","","221","229",
"선장면","85세이상","총인구_남자(명)","","30","","","","","65","","","79","75",
"선장면","85세이상","총인구_여자(명)","","93","","","","","110","","","142","154",
"선장면","85세이상","총인구_성비","","32.3","","","","","59.1","","","55.6","48.7",
"선장면","85세이상","내국인(명)","","123","","","","","175","","","221","229",
"선장면","85세이상","내국인_남자(명)","","30","","","","","65","","","79","75",
"선장면","85세이상","내국인_여자(명)","","93","","","","","110","","","142","154",
"선장면","85세이상","내국인_성비","","32.3","","","","","59.1","","","55.6","48.7",
"선장면","평균연령","총인구(명)","","53.3","","","","","55.9","","","58.2","58.3",
"선장면","평균연령","총인구_남자(명)","","49.5","","","","","51.7","","","54.2","54.1",
"선장면","평균연령","총인구_여자(명)","","57.8","","","","","61.4","","","63.6","64",
"선장면","평균연령","내국인(명)","","56.1","","","","","59.7","","","62","62.5",
"선장면","평균연령","내국인_남자(명)","","53.1","","","","","57.2","","","59.7","60.1",
"선장면","평균연령","내국인_여자(명)","","59.2","","","","","62.3","","","64.4","64.9",
"선장면","중위연령","총인구(명)","","56.2","","","","","59.8","","","62.2","62.5",
"선장면","중위연령","총인구_남자(명)","","50.5","","","","","53.6","","","56.8","57.1",
"선장면","중위연령","총인구_여자(명)","","61.5","","","","","65.1","","","66.8","67.3",
"선장면","중위연령","내국인(명)","","59.9","","","","","63.3","","","65.2","65.5",
"선장면","중위연령","내국인_남자(명)","","56.2","","","","","60.7","","","62.8","63.3",
"선장면","중위연령","내국인_여자(명)","","62.6","","","","","65.7","","","67.4","68",
"도고면","합계","총인구(명)","","4756","","","","","4578","","","4428","4533",
"도고면","합계","총인구_남자(명)","","2404","","","","","2250","","","2245","2324",
"도고면","합계","총인구_여자(명)","","2352","","","","","2328","","","2183","2209",
"도고면","합계","총인구_성비","","102.2","","","","","96.6","","","102.8","105.2",
"도고면","합계","내국인(명)","","4589","","","","","4463","","","4196","4216",
"도고면","합계","내국인_남자(명)","","2303","","","","","2183","","","2103","2149",
"도고면","합계","내국인_여자(명)","","2286","","","","","2280","","","2093","2067",
"도고면","합계","내국인_성비","","100.7","","","","","95.7","","","100.5","104",
"도고면","0~4세","총인구(명)","","75","","","","","40","","","41","37",
"도고면","0~4세","총인구_남자(명)","","34","","","","","17","","","21","22",
"도고면","0~4세","총인구_여자(명)","","41","","","","","23","","","20","15",
"도고면","0~4세","총인구_성비","","82.9","","","","","73.9","","","105","146.7",
"도고면","0~4세","내국인(명)","","74","","","","","40","","","41","36",
"도고면","0~4세","내국인_남자(명)","","34","","","","","17","","","21","22",
"도고면","0~4세","내국인_여자(명)","","40","","","","","23","","","20","14",
"도고면","0~4세","내국인_성비","","85","","","","","73.9","","","105","157.1",
"도고면","5~9세","총인구(명)","","94","","","","","69","","","52","48",
"도고면","5~9세","총인구_남자(명)","","42","","","","","33","","","25","17",
"도고면","5~9세","총인구_여자(명)","","52","","","","","36","","","27","31",
"도고면","5~9세","총인구_성비","","80.8","","","","","91.7","","","92.6","54.8",
"도고면","5~9세","내국인(명)","","94","","","","","69","","","52","48",
"도고면","5~9세","내국인_남자(명)","","42","","","","","33","","","25","17",
"도고면","5~9세","내국인_여자(명)","","52","","","","","36","","","27","31",
"도고면","5~9세","내국인_성비","","80.8","","","","","91.7","","","92.6","54.8",
"도고면","10~14세","총인구(명)","","112","","","","","59","","","74","60",
"도고면","10~14세","총인구_남자(명)","","61","","","","","24","","","37","34",
"도고면","10~14세","총인구_여자(명)","","51","","","","","35","","","37","26",
"도고면","10~14세","총인구_성비","","119.6","","","","","68.6","","","100","130.8",
"도고면","10~14세","내국인(명)","","111","","","","","59","","","73","59",
"도고면","10~14세","내국인_남자(명)","","60","","","","","24","","","37","34",
"도고면","10~14세","내국인_여자(명)","","51","","","","","35","","","36","25",
"도고면","10~14세","내국인_성비","","117.6","","","","","68.6","","","102.8","136",
"도고면","15~19세","총인구(명)","","173","","","","","90","","","61","75",
"도고면","15~19세","총인구_남자(명)","","82","","","","","49","","","29","41",
"도고면","15~19세","총인구_여자(명)","","91","","","","","41","","","32","34",
"도고면","15~19세","총인구_성비","","90.1","","","","","119.5","","","90.6","120.6",
"도고면","15~19세","내국인(명)","","171","","","","","90","","","59","75",
"도고면","15~19세","내국인_남자(명)","","80","","","","","49","","","27","41",
"도고면","15~19세","내국인_여자(명)","","91","","","","","41","","","32","34",
"도고면","15~19세","내국인_성비","","87.9","","","","","119.5","","","84.4","120.6",
"도고면","20~24세","총인구(명)","","275","","","","","170","","","115","142",
"도고면","20~24세","총인구_남자(명)","","150","","","","","101","","","69","77",
"도고면","20~24세","총인구_여자(명)","","125","","","","","69","","","46","65",
"도고면","20~24세","총인구_성비","","120","","","","","146.4","","","150","118.5",
"도고면","20~24세","내국인(명)","","265","","","","","154","","","98","117",
"도고면","20~24세","내국인_남자(명)","","145","","","","","92","","","60","65",
"도고면","20~24세","내국인_여자(명)","","120","","","","","62","","","38","52",
"도고면","20~24세","내국인_성비","","120.8","","","","","148.4","","","157.9","125",
"도고면","25~29세","총인구(명)","","250","","","","","199","","","190","195",
"도고면","25~29세","총인구_남자(명)","","146","","","","","114","","","114","116",
"도고면","25~29세","총인구_여자(명)","","104","","","","","85","","","76","79",
"도고면","25~29세","총인구_성비","","140.4","","","","","134.1","","","150","146.8",
"도고면","25~29세","내국인(명)","","217","","","","","178","","","141","132",
"도고면","25~29세","내국인_남자(명)","","127","","","","","102","","","84","81",
"도고면","25~29세","내국인_여자(명)","","90","","","","","76","","","57","51",
"도고면","25~29세","내국인_성비","","141.1","","","","","134.2","","","147.4","158.8",
"도고면","30~34세","총인구(명)","","213","","","","","152","","","177","210",
"도고면","30~34세","총인구_남자(명)","","135","","","","","100","","","111","133",
"도고면","30~34세","총인구_여자(명)","","78","","","","","52","","","66","77",
"도고면","30~34세","총인구_성비","","173.1","","","","","192.3","","","168.2","172.7",
"도고면","30~34세","내국인(명)","","183","","","","","129","","","129","141",
"도고면","30~34세","내국인_남자(명)","","113","","","","","87","","","77","92",
"도고면","30~34세","내국인_여자(명)","","70","","","","","42","","","52","49",
"도고면","30~34세","내국인_성비","","161.4","","","","","207.1","","","148.1","187.8",
"도고면","35~39세","총인구(명)","","198","","","","","156","","","169","167",
"도고면","35~39세","총인구_남자(명)","","127","","","","","88","","","100","103",
"도고면","35~39세","총인구_여자(명)","","71","","","","","68","","","69","64",
"도고면","35~39세","총인구_성비","","178.9","","","","","129.4","","","144.9","160.9",
"도고면","35~39세","내국인(명)","","167","","","","","142","","","125","117",
"도고면","35~39세","내국인_남자(명)","","103","","","","","79","","","73","72",
"도고면","35~39세","내국인_여자(명)","","64","","","","","63","","","52","45",
"도고면","35~39세","내국인_성비","","160.9","","","","","125.4","","","140.4","160",
"도고면","40~44세","총인구(명)","","240","","","","","151","","","169","193",
"도고면","40~44세","총인구_남자(명)","","133","","","","","91","","","102","112",
"도고면","40~44세","총인구_여자(명)","","107","","","","","60","","","67","81",
"도고면","40~44세","총인구_성비","","124.3","","","","","151.7","","","152.2","138.3",
"도고면","40~44세","내국인(명)","","218","","","","","138","","","142","144",
"도고면","40~44세","내국인_남자(명)","","121","","","","","83","","","85","87",
"도고면","40~44세","내국인_여자(명)","","97","","","","","55","","","57","57",
"도고면","40~44세","내국인_성비","","124.7","","","","","150.9","","","149.1","152.6",
"도고면","45~49세","총인구(명)","","303","","","","","221","","","176","182",
"도고면","45~49세","총인구_남자(명)","","166","","","","","117","","","105","115",
"도고면","45~49세","총인구_여자(명)","","137","","","","","104","","","71","67",
"도고면","45~49세","총인구_성비","","121.2","","","","","112.5","","","147.9","171.6",
"도고면","45~49세","내국인(명)","","290","","","","","217","","","167","159",
"도고면","45~49세","내국인_남자(명)","","162","","","","","115","","","100","105",
"도고면","45~49세","내국인_여자(명)","","128","","","","","102","","","67","54",
"도고면","45~49세","내국인_성비","","126.6","","","","","112.7","","","149.3","194.4",
"도고면","50~54세","총인구(명)","","450","","","","","338","","","286","261",
"도고면","50~54세","총인구_남자(명)","","242","","","","","195","","","157","137",
"도고면","50~54세","총인구_여자(명)","","208","","","","","143","","","129","124",
"도고면","50~54세","총인구_성비","","116.3","","","","","136.4","","","121.7","110.5",
"도고면","50~54세","내국인(명)","","440","","","","","332","","","274","253",
"도고면","50~54세","내국인_남자(명)","","237","","","","","193","","","150","132",
"도고면","50~54세","내국인_여자(명)","","203","","","","","139","","","124","121",
"도고면","50~54세","내국인_성비","","116.7","","","","","138.8","","","121","109.1",
"도고면","55~59세","총인구(명)","","466","","","","","500","","","398","396",
"도고면","55~59세","총인구_남자(명)","","244","","","","","263","","","224","226",
"도고면","55~59세","총인구_여자(명)","","222","","","","","237","","","174","170",
"도고면","55~59세","총인구_성비","","109.9","","","","","111","","","128.7","132.9",
"도고면","55~59세","내국인(명)","","460","","","","","495","","","391","385",
"도고면","55~59세","내국인_남자(명)","","240","","","","","259","","","220","220",
"도고면","55~59세","내국인_여자(명)","","220","","","","","236","","","171","165",
"도고면","55~59세","내국인_성비","","109.1","","","","","109.7","","","128.7","133.3",
"도고면","60~64세","총인구(명)","","399","","","","","529","","","549","549",
"도고면","60~64세","총인구_남자(명)","","200","","","","","277","","","289","292",
"도고면","60~64세","총인구_여자(명)","","199","","","","","252","","","260","257",
"도고면","60~64세","총인구_성비","","100.5","","","","","109.9","","","111.2","113.6",
"도고면","60~64세","내국인(명)","","396","","","","","525","","","540","539",
"도고면","60~64세","내국인_남자(명)","","198","","","","","275","","","283","284",
"도고면","60~64세","내국인_여자(명)","","198","","","","","250","","","257","255",
"도고면","60~64세","내국인_성비","","100","","","","","110","","","110.1","111.4",
"도고면","65~69세","총인구(명)","","354","","","","","427","","","530","566",
"도고면","65~69세","총인구_남자(명)","","178","","","","","216","","","269","291",
"도고면","65~69세","총인구_여자(명)","","176","","","","","211","","","261","275",
"도고면","65~69세","총인구_성비","","101.1","","","","","102.4","","","103.1","105.8",
"도고면","65~69세","내국인(명)","","352","","","","","422","","","524","560",
"도고면","65~69세","내국인_남자(명)","","178","","","","","213","","","268","290",
"도고면","65~69세","내국인_여자(명)","","174","","","","","209","","","256","270",
"도고면","65~69세","내국인_성비","","102.3","","","","","101.9","","","104.7","107.4",
"도고면","70~74세","총인구(명)","","418","","","","","363","","","367","380",
"도고면","70~74세","총인구_남자(명)","","176","","","","","184","","","192","194",
"도고면","70~74세","총인구_여자(명)","","242","","","","","179","","","175","186",
"도고면","70~74세","총인구_성비","","72.7","","","","","102.8","","","109.7","104.3",
"도고면","70~74세","내국인(명)","","417","","","","","359","","","367","379",
"도고면","70~74세","내국인_남자(명)","","176","","","","","181","","","192","193",
"도고면","70~74세","내국인_여자(명)","","241","","","","","178","","","175","186",
"도고면","70~74세","내국인_성비","","73","","","","","101.7","","","109.7","103.8",
"도고면","75~79세","총인구(명)","","370","","","","","406","","","327","321",
"도고면","75~79세","총인구_남자(명)","","168","","","","","158","","","160","162",
"도고면","75~79세","총인구_여자(명)","","202","","","","","248","","","167","159",
"도고면","75~79세","총인구_성비","","83.2","","","","","63.7","","","95.8","101.9",
"도고면","75~79세","내국인(명)","","368","","","","","406","","","327","321",
"도고면","75~79세","내국인_남자(명)","","167","","","","","158","","","160","162",
"도고면","75~79세","내국인_여자(명)","","201","","","","","248","","","167","159",
"도고면","75~79세","내국인_성비","","83.1","","","","","63.7","","","95.8","101.9",
"도고면","80~84세","총인구(명)","","239","","","","","384","","","374","356",
"도고면","80~84세","총인구_남자(명)","","84","","","","","149","","","138","130",
"도고면","80~84세","총인구_여자(명)","","155","","","","","235","","","236","226",
"도고면","80~84세","총인구_성비","","54.2","","","","","63.4","","","58.5","57.5",
"도고면","80~84세","내국인(명)","","239","","","","","384","","","373","356",
"도고면","80~84세","내국인_남자(명)","","84","","","","","149","","","138","130",
"도고면","80~84세","내국인_여자(명)","","155","","","","","235","","","235","226",
"도고면","80~84세","내국인_성비","","54.2","","","","","63.4","","","58.7","57.5",
"도고면","85~89세","총인구(명)","","88","","","","","238","","","255","271",
"도고면","85~89세","총인구_남자(명)","","26","","","","","63","","","83","93",
"도고면","85~89세","총인구_여자(명)","","62","","","","","175","","","172","178",
"도고면","85~89세","총인구_성비","","41.9","","","","","36","","","48.3","52.2",
"도고면","85~89세","내국인(명)","","88","","","","","238","","","255","271",
"도고면","85~89세","내국인_남자(명)","","26","","","","","63","","","83","93",
"도고면","85~89세","내국인_여자(명)","","62","","","","","175","","","172","178",
"도고면","85~89세","내국인_성비","","41.9","","","","","36","","","48.3","52.2",
"도고면","90~94세","총인구(명)","","30","","","","","70","","","98","104",
"도고면","90~94세","총인구_남자(명)","","9","","","","","9","","","17","27",
"도고면","90~94세","총인구_여자(명)","","21","","","","","61","","","81","77",
"도고면","90~94세","총인구_성비","","42.9","","","","","14.8","","","21","35.1",
"도고면","90~94세","내국인(명)","","30","","","","","70","","","98","104",
"도고면","90~94세","내국인_남자(명)","","9","","","","","9","","","17","27",
"도고면","90~94세","내국인_여자(명)","","21","","","","","61","","","81","77",
"도고면","90~94세","내국인_성비","","42.9","","","","","14.8","","","21","35.1",
"도고면","95~99세","총인구(명)","","9","","","","","11","","","17","18",
"도고면","95~99세","총인구_남자(명)","","X","","","","","X","","","X","X",
"도고면","95~99세","총인구_여자(명)","","8","","","","","9","","","14","16",
"도고면","95~99세","총인구_성비","","12.5","","","","","22.2","","","21.4","12.5",
"도고면","95~99세","내국인(명)","","9","","","","","11","","","17","18",
"도고면","95~99세","내국인_남자(명)","","X","","","","","X","","","X","X",
"도고면","95~99세","내국인_여자(명)","","8","","","","","9","","","14","16",
"도고면","95~99세","내국인_성비","","12.5","","","","","22.2","","","21.4","12.5",
"도고면","100세이상","총인구(명)","","X","","","","","5","","","X","X",
"도고면","100세이상","총인구_남자(명)","","X","","","","","X","","","X","X",
"도고면","100세이상","총인구_여자(명)","","X","","","","","5","","","X","X",
"도고면","100세이상","총인구_성비","","","","","","","0","","","0","0",
"도고면","100세이상","내국인(명)","","X","","","","","5","","","X","X",
"도고면","100세이상","내국인_남자(명)","","X","","","","","X","","","X","X",
"도고면","100세이상","내국인_여자(명)","","X","","","","","5","","","X","X",
"도고면","100세이상","내국인_성비","","","","","","","0","","","0","0",
"도고면","15세미만","총인구(명)","","281","","","","","168","","","167","145",
"도고면","15세미만","총인구_남자(명)","","137","","","","","74","","","83","73",
"도고면","15세미만","총인구_여자(명)","","144","","","","","94","","","84","72",
"도고면","15세미만","총인구_성비","","95.1","","","","","78.7","","","98.8","101.4",
"도고면","15세미만","내국인(명)","","279","","","","","168","","","166","143",
"도고면","15세미만","내국인_남자(명)","","136","","","","","74","","","83","73",
"도고면","15세미만","내국인_여자(명)","","143","","","","","94","","","83","70",
"도고면","15세미만","내국인_성비","","95.1","","","","","78.7","","","100","104.3",
"도고면","15~64세","총인구(명)","","2967","","","","","2506","","","2290","2370",
"도고면","15~64세","총인구_남자(명)","","1625","","","","","1395","","","1300","1352",
"도고면","15~64세","총인구_여자(명)","","1342","","","","","1111","","","990","1018",
"도고면","15~64세","총인구_성비","","121.1","","","","","125.6","","","131.3","132.8",
"도고면","15~64세","내국인(명)","","2807","","","","","2400","","","2066","2062",
"도고면","15~64세","내국인_남자(명)","","1526","","","","","1334","","","1159","1179",
"도고면","15~64세","내국인_여자(명)","","1281","","","","","1066","","","907","883",
"도고면","15~64세","내국인_성비","","119.1","","","","","125.1","","","127.8","133.5",
"도고면","65세이상","총인구(명)","","1508","","","","","1904","","","1971","2018",
"도고면","65세이상","총인구_남자(명)","","642","","","","","781","","","862","899",
"도고면","65세이상","총인구_여자(명)","","866","","","","","1123","","","1109","1119",
"도고면","65세이상","총인구_성비","","74.1","","","","","69.5","","","77.7","80.3",
"도고면","65세이상","내국인(명)","","1503","","","","","1895","","","1964","2011",
"도고면","65세이상","내국인_남자(명)","","641","","","","","775","","","861","897",
"도고면","65세이상","내국인_여자(명)","","862","","","","","1120","","","1103","1114",
"도고면","65세이상","내국인_성비","","74.4","","","","","69.2","","","78.1","80.5",
"도고면","85세이상","총인구(명)","","127","","","","","324","","","373","395",
"도고면","85세이상","총인구_남자(명)","","36","","","","","74","","","103","122",
