"행정구역별(읍면동)","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"온양6동","10~14세","내국인_여자(명)","","853","","","","","900","","","795","770",
"온양6동","10~14세","내국인_성비","","102.1","","","","","103.3","","","109.2","106.6",
"온양6동","15~19세","총인구(명)","","1644","","","","","1625","","","1475","1459",
"온양6동","15~19세","총인구_남자(명)","","758","","","","","757","","","704","724",
"온양6동","15~19세","총인구_여자(명)","","886","","","","","868","","","771","735",
"온양6동","15~19세","총인구_성비","","85.6","","","","","87.2","","","91.3","98.5",
"온양6동","15~19세","내국인(명)","","1630","","","","","1622","","","1462","1449",
"온양6동","15~19세","내국인_남자(명)","","751","","","","","755","","","699","719",
"온양6동","15~19세","내국인_여자(명)","","879","","","","","867","","","763","730",
"온양6동","15~19세","내국인_성비","","85.4","","","","","87.1","","","91.6","98.5",
"온양6동","20~24세","총인구(명)","","1327","","","","","1452","","","1197","1175",
"온양6동","20~24세","총인구_남자(명)","","676","","","","","781","","","652","635",
"온양6동","20~24세","총인구_여자(명)","","651","","","","","671","","","545","540",
"온양6동","20~24세","총인구_성비","","103.8","","","","","116.4","","","119.6","117.6",
"온양6동","20~24세","내국인(명)","","1296","","","","","1431","","","1174","1156",
"온양6동","20~24세","내국인_남자(명)","","662","","","","","777","","","642","626",
"온양6동","20~24세","내국인_여자(명)","","634","","","","","654","","","532","530",
"온양6동","20~24세","내국인_성비","","104.4","","","","","118.8","","","120.7","118.1",
"온양6동","25~29세","총인구(명)","","1233","","","","","1364","","","1223","1148",
"온양6동","25~29세","총인구_남자(명)","","590","","","","","633","","","647","620",
"온양6동","25~29세","총인구_여자(명)","","643","","","","","731","","","576","528",
"온양6동","25~29세","총인구_성비","","91.8","","","","","86.6","","","112.3","117.4",
"온양6동","25~29세","내국인(명)","","1162","","","","","1314","","","1178","1098",
"온양6동","25~29세","내국인_남자(명)","","560","","","","","620","","","634","599",
"온양6동","25~29세","내국인_여자(명)","","602","","","","","694","","","544","499",
"온양6동","25~29세","내국인_성비","","93","","","","","89.3","","","116.5","120",
"온양6동","30~34세","총인구(명)","","1923","","","","","1796","","","1409","1373",
"온양6동","30~34세","총인구_남자(명)","","924","","","","","860","","","661","663",
"온양6동","30~34세","총인구_여자(명)","","999","","","","","936","","","748","710",
"온양6동","30~34세","총인구_성비","","92.5","","","","","91.9","","","88.4","93.4",
"온양6동","30~34세","내국인(명)","","1875","","","","","1705","","","1324","1297",
"온양6동","30~34세","내국인_남자(명)","","904","","","","","829","","","631","636",
"온양6동","30~34세","내국인_여자(명)","","971","","","","","876","","","693","661",
"온양6동","30~34세","내국인_성비","","93.1","","","","","94.6","","","91.1","96.2",
"온양6동","35~39세","총인구(명)","","2637","","","","","2542","","","1842","1708",
"온양6동","35~39세","총인구_남자(명)","","1278","","","","","1292","","","927","872",
"온양6동","35~39세","총인구_여자(명)","","1359","","","","","1250","","","915","836",
"온양6동","35~39세","총인구_성비","","94","","","","","103.4","","","101.3","104.3",
"온양6동","35~39세","내국인(명)","","2582","","","","","2461","","","1743","1607",
"온양6동","35~39세","내국인_남자(명)","","1250","","","","","1259","","","890","828",
"온양6동","35~39세","내국인_여자(명)","","1332","","","","","1202","","","853","779",
"온양6동","35~39세","내국인_성비","","93.8","","","","","104.7","","","104.3","106.3",
"온양6동","40~44세","총인구(명)","","2736","","","","","2855","","","2585","2398",
"온양6동","40~44세","총인구_남자(명)","","1470","","","","","1424","","","1307","1209",
"온양6동","40~44세","총인구_여자(명)","","1266","","","","","1431","","","1278","1189",
"온양6동","40~44세","총인구_성비","","116.1","","","","","99.5","","","102.3","101.7",
"온양6동","40~44세","내국인(명)","","2660","","","","","2810","","","2520","2321",
"온양6동","40~44세","내국인_남자(명)","","1419","","","","","1404","","","1278","1174",
"온양6동","40~44세","내국인_여자(명)","","1241","","","","","1406","","","1242","1147",
"온양6동","40~44세","내국인_성비","","114.3","","","","","99.9","","","102.9","102.4",
"온양6동","45~49세","총인구(명)","","2250","","","","","2672","","","2601","2474",
"온양6동","45~49세","총인구_남자(명)","","1193","","","","","1382","","","1315","1222",
"온양6동","45~49세","총인구_여자(명)","","1057","","","","","1290","","","1286","1252",
"온양6동","45~49세","총인구_성비","","112.9","","","","","107.1","","","102.3","97.6",
"온양6동","45~49세","내국인(명)","","2185","","","","","2616","","","2535","2403",
"온양6동","45~49세","내국인_남자(명)","","1159","","","","","1355","","","1281","1190",
"온양6동","45~49세","내국인_여자(명)","","1026","","","","","1261","","","1254","1213",
"온양6동","45~49세","내국인_성비","","113","","","","","107.5","","","102.2","98.1",
"온양6동","50~54세","총인구(명)","","1811","","","","","2396","","","2507","2510",
"온양6동","50~54세","총인구_남자(명)","","996","","","","","1244","","","1312","1336",
"온양6동","50~54세","총인구_여자(명)","","815","","","","","1152","","","1195","1174",
"온양6동","50~54세","총인구_성비","","122.2","","","","","108","","","109.8","113.8",
"온양6동","50~54세","내국인(명)","","1757","","","","","2339","","","2429","2433",
"온양6동","50~54세","내국인_남자(명)","","971","","","","","1221","","","1279","1303",
"온양6동","50~54세","내국인_여자(명)","","786","","","","","1118","","","1150","1130",
"온양6동","50~54세","내국인_성비","","123.5","","","","","109.2","","","111.2","115.3",
"온양6동","55~59세","총인구(명)","","1402","","","","","1977","","","2172","2297",
"온양6동","55~59세","총인구_남자(명)","","690","","","","","1066","","","1112","1156",
"온양6동","55~59세","총인구_여자(명)","","712","","","","","911","","","1060","1141",
"온양6동","55~59세","총인구_성비","","96.9","","","","","117","","","104.9","101.3",
"온양6동","55~59세","내국인(명)","","1367","","","","","1928","","","2111","2237",
"온양6동","55~59세","내국인_남자(명)","","672","","","","","1044","","","1089","1135",
"온양6동","55~59세","내국인_여자(명)","","695","","","","","884","","","1022","1102",
"온양6동","55~59세","내국인_성비","","96.7","","","","","118.1","","","106.6","103",
"온양6동","60~64세","총인구(명)","","983","","","","","1558","","","1909","1967",
"온양6동","60~64세","총인구_남자(명)","","463","","","","","745","","","1002","1042",
"온양6동","60~64세","총인구_여자(명)","","520","","","","","813","","","907","925",
"온양6동","60~64세","총인구_성비","","89","","","","","91.6","","","110.5","112.6",
"온양6동","60~64세","내국인(명)","","946","","","","","1520","","","1855","1911",
"온양6동","60~64세","내국인_남자(명)","","452","","","","","728","","","976","1015",
"온양6동","60~64세","내국인_여자(명)","","494","","","","","792","","","879","896",
"온양6동","60~64세","내국인_성비","","91.5","","","","","91.9","","","111","113.3",
"온양6동","65~69세","총인구(명)","","778","","","","","1101","","","1356","1410",
"온양6동","65~69세","총인구_남자(명)","","333","","","","","508","","","640","658",
"온양6동","65~69세","총인구_여자(명)","","445","","","","","593","","","716","752",
"온양6동","65~69세","총인구_성비","","74.8","","","","","85.7","","","89.4","87.5",
"온양6동","65~69세","내국인(명)","","760","","","","","1076","","","1332","1387",
"온양6동","65~69세","내국인_남자(명)","","324","","","","","502","","","632","651",
"온양6동","65~69세","내국인_여자(명)","","436","","","","","574","","","700","736",
"온양6동","65~69세","내국인_성비","","74.3","","","","","87.5","","","90.3","88.5",
"온양6동","70~74세","총인구(명)","","662","","","","","821","","","938","977",
"온양6동","70~74세","총인구_남자(명)","","268","","","","","333","","","414","435",
"온양6동","70~74세","총인구_여자(명)","","394","","","","","488","","","524","542",
"온양6동","70~74세","총인구_성비","","68","","","","","68.2","","","79","80.3",
"온양6동","70~74세","내국인(명)","","658","","","","","807","","","922","965",
"온양6동","70~74세","내국인_남자(명)","","266","","","","","327","","","409","434",
"온양6동","70~74세","내국인_여자(명)","","392","","","","","480","","","513","531",
"온양6동","70~74세","내국인_성비","","67.9","","","","","68.1","","","79.7","81.7",
"온양6동","75~79세","총인구(명)","","602","","","","","654","","","695","718",
"온양6동","75~79세","총인구_남자(명)","","202","","","","","254","","","263","287",
"온양6동","75~79세","총인구_여자(명)","","400","","","","","400","","","432","431",
"온양6동","75~79세","총인구_성비","","50.5","","","","","63.5","","","60.9","66.6",
"온양6동","75~79세","내국인(명)","","600","","","","","650","","","690","708",
"온양6동","75~79세","내국인_남자(명)","","202","","","","","251","","","260","281",
"온양6동","75~79세","내국인_여자(명)","","398","","","","","399","","","430","427",
"온양6동","75~79세","내국인_성비","","50.8","","","","","62.9","","","60.5","65.8",
"온양6동","80~84세","총인구(명)","","353","","","","","508","","","607","576",
"온양6동","80~84세","총인구_남자(명)","","107","","","","","165","","","200","198",
"온양6동","80~84세","총인구_여자(명)","","246","","","","","343","","","407","378",
"온양6동","80~84세","총인구_성비","","43.5","","","","","48.1","","","49.1","52.4",
"온양6동","80~84세","내국인(명)","","350","","","","","504","","","601","569",
"온양6동","80~84세","내국인_남자(명)","","105","","","","","165","","","198","196",
"온양6동","80~84세","내국인_여자(명)","","245","","","","","339","","","403","373",
"온양6동","80~84세","내국인_성비","","42.9","","","","","48.7","","","49.1","52.5",
"온양6동","85~89세","총인구(명)","","124","","","","","228","","","338","369",
"온양6동","85~89세","총인구_남자(명)","","27","","","","","66","","","106","106",
"온양6동","85~89세","총인구_여자(명)","","97","","","","","162","","","232","263",
"온양6동","85~89세","총인구_성비","","27.8","","","","","40.7","","","45.7","40.3",
"온양6동","85~89세","내국인(명)","","124","","","","","227","","","335","367",
"온양6동","85~89세","내국인_남자(명)","","27","","","","","66","","","105","105",
"온양6동","85~89세","내국인_여자(명)","","97","","","","","161","","","230","262",
"온양6동","85~89세","내국인_성비","","27.8","","","","","41","","","45.7","40.1",
