읍면동,연령별,항목,연도,값
도고면,95~99세,내국인(명),2020,11.0
도고면,95~99세,내국인_여자(명),2020,9.0
도고면,95~99세,내국인_성비,2020,22.2
도고면,100세이상,총인구(명),2020,5.0
도고면,100세이상,총인구_여자(명),2020,5.0
도고면,100세이상,총인구_성비,2020,0.0
도고면,100세이상,내국인(명),2020,5.0
도고면,100세이상,내국인_여자(명),2020,5.0
도고면,100세이상,내국인_성비,2020,0.0
도고면,15세미만,총인구(명),2020,168.0
도고면,15세미만,총인구_남자(명),2020,74.0
도고면,15세미만,총인구_여자(명),2020,94.0
도고면,15세미만,총인구_성비,2020,78.7
도고면,15세미만,내국인(명),2020,168.0
도고면,15세미만,내국인_남자(명),2020,74.0
도고면,15세미만,내국인_여자(명),2020,94.0
도고면,15세미만,내국인_성비,2020,78.7
도고면,15~64세,총인구(명),2020,2506.0
도고면,15~64세,총인구_남자(명),2020,1395.0
도고면,15~64세,총인구_여자(명),2020,1111.0
도고면,15~64세,총인구_성비,2020,125.6
도고면,15~64세,내국인(명),2020,2400.0
도고면,15~64세,내국인_남자(명),2020,1334.0
도고면,15~64세,내국인_여자(명),2020,1066.0
도고면,15~64세,내국인_성비,2020,125.1
도고면,65세이상,총인구(명),2020,1904.0
도고면,65세이상,총인구_남자(명),2020,781.0
도고면,65세이상,총인구_여자(명),2020,1123.0
도고면,65세이상,총인구_성비,2020,69.5
도고면,65세이상,내국인(명),2020,1895.0
도고면,65세이상,내국인_남자(명),2020,775.0
도고면,65세이상,내국인_여자(명),2020,1120.0
도고면,65세이상,내국인_성비,2020,69.2
도고면,85세이상,총인구(명),2020,324.0
도고면,85세이상,총인구_남자(명),2020,74.0
도고면,85세이상,총인구_여자(명),2020,250.0
도고면,85세이상,총인구_성비,2020,29.6
도고면,85세이상,내국인(명),2020,324.0
도고면,85세이상,내국인_남자(명),2020,74.0
도고면,85세이상,내국인_여자(명),2020,250.0
도고면,85세이상,내국인_성비,2020,29.6
도고면,평균연령,총인구(명),2020,58.2
도고면,평균연령,총인구_남자(명),2020,55.4
도고면,평균연령,총인구_여자(명),2020,61.0
도고면,평균연령,내국인(명),2020,58.7
도고면,평균연령,내국인_남자(명),2020,55.8
도고면,평균연령,내국인_여자(명),2020,61.5
도고면,중위연령,총인구(명),2020,61.3
도고면,중위연령,총인구_남자(명),2020,58.8
도고면,중위연령,총인구_여자(명),2020,64.0
도고면,중위연령,내국인(명),2020,61.7
도고면,중위연령,내국인_남자(명),2020,59.3
도고면,중위연령,내국인_여자(명),2020,64.5
신창면,합계,총인구(명),2020,28881.0
신창면,합계,총인구_남자(명),2020,15360.0
신창면,합계,총인구_여자(명),2020,13521.0
신창면,합계,총인구_성비,2020,113.6
신창면,합계,내국인(명),2020,21353.0
신창면,합계,내국인_남자(명),2020,10970.0
신창면,합계,내국인_여자(명),2020,10383.0
신창면,합계,내국인_성비,2020,105.7
신창면,0~4세,총인구(명),2020,936.0
신창면,0~4세,총인구_남자(명),2020,470.0
신창면,0~4세,총인구_여자(명),2020,466.0
신창면,0~4세,총인구_성비,2020,100.9
신창면,0~4세,내국인(명),2020,649.0
신창면,0~4세,내국인_남자(명),2020,323.0
신창면,0~4세,내국인_여자(명),2020,326.0
신창면,0~4세,내국인_성비,2020,99.1
신창면,5~9세,총인구(명),2020,1142.0
신창면,5~9세,총인구_남자(명),2020,598.0
신창면,5~9세,총인구_여자(명),2020,544.0
신창면,5~9세,총인구_성비,2020,109.9
신창면,5~9세,내국인(명),2020,959.0
신창면,5~9세,내국인_남자(명),2020,503.0
신창면,5~9세,내국인_여자(명),2020,456.0
신창면,5~9세,내국인_성비,2020,110.3
신창면,10~14세,총인구(명),2020,1178.0
신창면,10~14세,총인구_남자(명),2020,616.0
신창면,10~14세,총인구_여자(명),2020,562.0
신창면,10~14세,총인구_성비,2020,109.6
신창면,10~14세,내국인(명),2020,1034.0
신창면,10~14세,내국인_남자(명),2020,526.0
신창면,10~14세,내국인_여자(명),2020,508.0
신창면,10~14세,내국인_성비,2020,103.5
신창면,15~19세,총인구(명),2020,1652.0
신창면,15~19세,총인구_남자(명),2020,806.0
신창면,15~19세,총인구_여자(명),2020,846.0
신창면,15~19세,총인구_성비,2020,95.3
신창면,15~19세,내국인(명),2020,1396.0
신창면,15~19세,내국인_남자(명),2020,674.0
신창면,15~19세,내국인_여자(명),2020,722.0
신창면,15~19세,내국인_성비,2020,93.4
신창면,20~24세,총인구(명),2020,3672.0
신창면,20~24세,총인구_남자(명),2020,1856.0
신창면,20~24세,총인구_여자(명),2020,1816.0
신창면,20~24세,총인구_성비,2020,102.2
신창면,20~24세,내국인(명),2020,2682.0
신창면,20~24세,내국인_남자(명),2020,1308.0
신창면,20~24세,내국인_여자(명),2020,1374.0
신창면,20~24세,내국인_성비,2020,95.2
신창면,25~29세,총인구(명),2020,2107.0
신창면,25~29세,총인구_남자(명),2020,1306.0
신창면,25~29세,총인구_여자(명),2020,801.0
신창면,25~29세,총인구_성비,2020,163.0
신창면,25~29세,내국인(명),2020,1140.0
신창면,25~29세,내국인_남자(명),2020,698.0
신창면,25~29세,내국인_여자(명),2020,442.0
신창면,25~29세,내국인_성비,2020,157.9
신창면,30~34세,총인구(명),2020,2063.0
신창면,30~34세,총인구_남자(명),2020,1238.0
신창면,30~34세,총인구_여자(명),2020,825.0
신창면,30~34세,총인구_성비,2020,150.1
신창면,30~34세,내국인(명),2020,916.0
신창면,30~34세,내국인_남자(명),2020,513.0
신창면,30~34세,내국인_여자(명),2020,403.0
신창면,30~34세,내국인_성비,2020,127.3
신창면,35~39세,총인구(명),2020,2436.0
신창면,35~39세,총인구_남자(명),2020,1364.0
신창면,35~39세,총인구_여자(명),2020,1072.0
신창면,35~39세,총인구_성비,2020,127.2
신창면,35~39세,내국인(명),2020,1427.0
신창면,35~39세,내국인_남자(명),2020,739.0
신창면,35~39세,내국인_여자(명),2020,688.0
신창면,35~39세,내국인_성비,2020,107.4
신창면,40~44세,총인구(명),2020,2438.0
신창면,40~44세,총인구_남자(명),2020,1365.0
신창면,40~44세,총인구_여자(명),2020,1073.0
신창면,40~44세,총인구_성비,2020,127.2
신창면,40~44세,내국인(명),2020,1655.0
신창면,40~44세,내국인_남자(명),2020,905.0
신창면,40~44세,내국인_여자(명),2020,750.0
신창면,40~44세,내국인_성비,2020,120.7
신창면,45~49세,총인구(명),2020,2351.0
신창면,45~49세,총인구_남자(명),2020,1309.0
신창면,45~49세,총인구_여자(명),2020,1042.0
신창면,45~49세,총인구_성비,2020,125.6
신창면,45~49세,내국인(명),2020,1699.0
신창면,45~49세,내국인_남자(명),2020,916.0
신창면,45~49세,내국인_여자(명),2020,783.0
신창면,45~49세,내국인_성비,2020,117.0
신창면,50~54세,총인구(명),2020,2068.0
신창면,50~54세,총인구_남자(명),2020,1152.0
신창면,50~54세,총인구_여자(명),2020,916.0
신창면,50~54세,총인구_성비,2020,125.8
신창면,50~54세,내국인(명),2020,1591.0
신창면,50~54세,내국인_남자(명),2020,888.0
신창면,50~54세,내국인_여자(명),2020,703.0
신창면,50~54세,내국인_성비,2020,126.3
신창면,55~59세,총인구(명),2020,1847.0
신창면,55~59세,총인구_남자(명),2020,1003.0
신창면,55~59세,총인구_여자(명),2020,844.0
신창면,55~59세,총인구_성비,2020,118.8
신창면,55~59세,내국인(명),2020,1553.0
신창면,55~59세,내국인_남자(명),2020,853.0
신창면,55~59세,내국인_여자(명),2020,700.0
신창면,55~59세,내국인_성비,2020,121.9
신창면,60~64세,총인구(명),2020,1514.0
신창면,60~64세,총인구_남자(명),2020,786.0
신창면,60~64세,총인구_여자(명),2020,728.0
신창면,60~64세,총인구_성비,2020,108.0
신창면,60~64세,내국인(명),2020,1341.0
신창면,60~64세,내국인_남자(명),2020,697.0
신창면,60~64세,내국인_여자(명),2020,644.0
신창면,60~64세,내국인_성비,2020,108.2
신창면,65~69세,총인구(명),2020,1082.0
신창면,65~69세,총인구_남자(명),2020,516.0
신창면,65~69세,총인구_여자(명),2020,566.0
신창면,65~69세,총인구_성비,2020,91.2
신창면,65~69세,내국인(명),2020,980.0
신창면,65~69세,내국인_남자(명),2020,479.0
신창면,65~69세,내국인_여자(명),2020,501.0
신창면,65~69세,내국인_성비,2020,95.6
신창면,70~74세,총인구(명),2020,838.0
신창면,70~74세,총인구_남자(명),2020,372.0
신창면,70~74세,총인구_여자(명),2020,466.0
신창면,70~74세,총인구_성비,2020,79.8
신창면,70~74세,내국인(명),2020,806.0
신창면,70~74세,내국인_남자(명),2020,354.0
신창면,70~74세,내국인_여자(명),2020,452.0
신창면,70~74세,내국인_성비,2020,78.3
신창면,75~79세,총인구(명),2020,676.0
신창면,75~79세,총인구_남자(명),2020,299.0
신창면,75~79세,총인구_여자(명),2020,377.0
신창면,75~79세,총인구_성비,2020,79.3
신창면,75~79세,내국인(명),2020,662.0
신창면,75~79세,내국인_남자(명),2020,294.0
신창면,75~79세,내국인_여자(명),2020,368.0
신창면,75~79세,내국인_성비,2020,79.9
신창면,80~84세,총인구(명),2020,554.0
신창면,80~84세,총인구_남자(명),2020,209.0
신창면,80~84세,총인구_여자(명),2020,345.0
신창면,80~84세,총인구_성비,2020,60.6
신창면,80~84세,내국인(명),2020,542.0
신창면,80~84세,내국인_남자(명),2020,207.0
신창면,80~84세,내국인_여자(명),2020,335.0
신창면,80~84세,내국인_성비,2020,61.8
신창면,85~89세,총인구(명),2020,234.0
신창면,85~89세,총인구_남자(명),2020,69.0
신창면,85~89세,총인구_여자(명),2020,165.0
신창면,85~89세,총인구_성비,2020,41.8
신창면,85~89세,내국인(명),2020,228.0
신창면,85~89세,내국인_남자(명),2020,67.0
신창면,85~89세,내국인_여자(명),2020,161.0
신창면,85~89세,내국인_성비,2020,41.6
신창면,90~94세,총인구(명),2020,76.0
신창면,90~94세,총인구_남자(명),2020,21.0
신창면,90~94세,총인구_여자(명),2020,55.0
신창면,90~94세,총인구_성비,2020,38.2
신창면,90~94세,내국인(명),2020,76.0
신창면,90~94세,내국인_남자(명),2020,21.0
신창면,90~94세,내국인_여자(명),2020,55.0
신창면,90~94세,내국인_성비,2020,38.2
신창면,95~99세,총인구(명),2020,14.0
신창면,95~99세,총인구_여자(명),2020,10.0
신창면,95~99세,총인구_성비,2020,40.0
신창면,95~99세,내국인(명),2020,14.0
신창면,95~99세,내국인_여자(명),2020,10.0
신창면,95~99세,내국인_성비,2020,40.0
신창면,100세이상,총인구_성비,2020,50.0
신창면,100세이상,내국인_성비,2020,50.0
신창면,15세미만,총인구(명),2020,3256.0
신창면,15세미만,총인구_남자(명),2020,1684.0
신창면,15세미만,총인구_여자(명),2020,1572.0
신창면,15세미만,총인구_성비,2020,107.1
신창면,15세미만,내국인(명),2020,2642.0
신창면,15세미만,내국인_남자(명),2020,1352.0
신창면,15세미만,내국인_여자(명),2020,1290.0
신창면,15세미만,내국인_성비,2020,104.8
신창면,15~64세,총인구(명),2020,22148.0
신창면,15~64세,총인구_남자(명),2020,12185.0
신창면,15~64세,총인구_여자(명),2020,9963.0
신창면,15~64세,총인구_성비,2020,122.3
신창면,15~64세,내국인(명),2020,15400.0
신창면,15~64세,내국인_남자(명),2020,8191.0
신창면,15~64세,내국인_여자(명),2020,7209.0
신창면,15~64세,내국인_성비,2020,113.6
신창면,65세이상,총인구(명),2020,3477.0
신창면,65세이상,총인구_남자(명),2020,1491.0
신창면,65세이상,총인구_여자(명),2020,1986.0
신창면,65세이상,총인구_성비,2020,75.1
신창면,65세이상,내국인(명),2020,3311.0
신창면,65세이상,내국인_남자(명),2020,1427.0
신창면,65세이상,내국인_여자(명),2020,1884.0
신창면,65세이상,내국인_성비,2020,75.7
신창면,85세이상,총인구(명),2020,327.0
신창면,85세이상,총인구_남자(명),2020,95.0
신창면,85세이상,총인구_여자(명),2020,232.0
신창면,85세이상,총인구_성비,2020,40.9
신창면,85세이상,내국인(명),2020,321.0
신창면,85세이상,내국인_남자(명),2020,93.0
신창면,85세이상,내국인_여자(명),2020,228.0
신창면,85세이상,내국인_성비,2020,40.8
신창면,평균연령,총인구(명),2020,39.4
신창면,평균연령,총인구_남자(명),2020,38.7
신창면,평균연령,총인구_여자(명),2020,40.3
신창면,평균연령,내국인(명),2020,41.1
신창면,평균연령,내국인_남자(명),2020,40.4
신창면,평균연령,내국인_여자(명),2020,41.9
신창면,중위연령,총인구(명),2020,38.6
신창면,중위연령,총인구_남자(명),2020,38.0
신창면,중위연령,총인구_여자(명),2020,39.4
신창면,중위연령,내국인(명),2020,41.4
신창면,중위연령,내국인_남자(명),2020,41.1
신창면,중위연령,내국인_여자(명),2020,41.8
온양1동,합계,총인구(명),2020,9849.0
온양1동,합계,총인구_남자(명),2020,5112.0
온양1동,합계,총인구_여자(명),2020,4737.0
온양1동,합계,총인구_성비,2020,107.9
온양1동,합계,내국인(명),2020,9237.0
온양1동,합계,내국인_남자(명),2020,4826.0
온양1동,합계,내국인_여자(명),2020,4411.0
온양1동,합계,내국인_성비,2020,109.4
온양1동,0~4세,총인구(명),2020,529.0
온양1동,0~4세,총인구_남자(명),2020,262.0
온양1동,0~4세,총인구_여자(명),2020,267.0
온양1동,0~4세,총인구_성비,2020,98.1
온양1동,0~4세,내국인(명),2020,514.0
온양1동,0~4세,내국인_남자(명),2020,251.0
온양1동,0~4세,내국인_여자(명),2020,263.0
온양1동,0~4세,내국인_성비,2020,95.4
온양1동,5~9세,총인구(명),2020,403.0
온양1동,5~9세,총인구_남자(명),2020,216.0
온양1동,5~9세,총인구_여자(명),2020,187.0
온양1동,5~9세,총인구_성비,2020,115.5
온양1동,5~9세,내국인(명),2020,395.0
온양1동,5~9세,내국인_남자(명),2020,211.0
온양1동,5~9세,내국인_여자(명),2020,184.0
온양1동,5~9세,내국인_성비,2020,114.7
온양1동,10~14세,총인구(명),2020,343.0
온양1동,10~14세,총인구_남자(명),2020,191.0
온양1동,10~14세,총인구_여자(명),2020,152.0
온양1동,10~14세,총인구_성비,2020,125.7
온양1동,10~14세,내국인(명),2020,335.0
온양1동,10~14세,내국인_남자(명),2020,183.0
온양1동,10~14세,내국인_여자(명),2020,152.0
온양1동,10~14세,내국인_성비,2020,120.4
온양1동,15~19세,총인구(명),2020,493.0
온양1동,15~19세,총인구_남자(명),2020,323.0
온양1동,15~19세,총인구_여자(명),2020,170.0
온양1동,15~19세,총인구_성비,2020,190.0
온양1동,15~19세,내국인(명),2020,487.0
온양1동,15~19세,내국인_남자(명),2020,322.0
온양1동,15~19세,내국인_여자(명),2020,165.0
온양1동,15~19세,내국인_성비,2020,195.2
온양1동,20~24세,총인구(명),2020,450.0
온양1동,20~24세,총인구_남자(명),2020,229.0
온양1동,20~24세,총인구_여자(명),2020,221.0
온양1동,20~24세,총인구_성비,2020,103.6
온양1동,20~24세,내국인(명),2020,416.0
온양1동,20~24세,내국인_남자(명),2020,218.0
온양1동,20~24세,내국인_여자(명),2020,198.0
온양1동,20~24세,내국인_성비,2020,110.1
온양1동,25~29세,총인구(명),2020,631.0
온양1동,25~29세,총인구_남자(명),2020,316.0
온양1동,25~29세,총인구_여자(명),2020,315.0
온양1동,25~29세,총인구_성비,2020,100.3
온양1동,25~29세,내국인(명),2020,585.0
온양1동,25~29세,내국인_남자(명),2020,299.0
온양1동,25~29세,내국인_여자(명),2020,286.0
온양1동,25~29세,내국인_성비,2020,104.5
온양1동,30~34세,총인구(명),2020,867.0
온양1동,30~34세,총인구_남자(명),2020,465.0
온양1동,30~34세,총인구_여자(명),2020,402.0
온양1동,30~34세,총인구_성비,2020,115.7
온양1동,30~34세,내국인(명),2020,781.0
온양1동,30~34세,내국인_남자(명),2020,425.0
온양1동,30~34세,내국인_여자(명),2020,356.0
온양1동,30~34세,내국인_성비,2020,119.4
온양1동,35~39세,총인구(명),2020,993.0
온양1동,35~39세,총인구_남자(명),2020,550.0
온양1동,35~39세,총인구_여자(명),2020,443.0
온양1동,35~39세,총인구_성비,2020,124.2
온양1동,35~39세,내국인(명),2020,923.0
온양1동,35~39세,내국인_남자(명),2020,522.0
온양1동,35~39세,내국인_여자(명),2020,401.0
온양1동,35~39세,내국인_성비,2020,130.2
온양1동,40~44세,총인구(명),2020,804.0
온양1동,40~44세,총인구_남자(명),2020,465.0
온양1동,40~44세,총인구_여자(명),2020,339.0
온양1동,40~44세,총인구_성비,2020,137.2
온양1동,40~44세,내국인(명),2020,739.0
온양1동,40~44세,내국인_남자(명),2020,439.0
온양1동,40~44세,내국인_여자(명),2020,300.0
온양1동,40~44세,내국인_성비,2020,146.3
온양1동,45~49세,총인구(명),2020,765.0
온양1동,45~49세,총인구_남자(명),2020,419.0
온양1동,45~49세,총인구_여자(명),2020,346.0
온양1동,45~49세,총인구_성비,2020,121.1
온양1동,45~49세,내국인(명),2020,697.0
온양1동,45~49세,내국인_남자(명),2020,386.0
온양1동,45~49세,내국인_여자(명),2020,311.0
온양1동,45~49세,내국인_성비,2020,124.1
온양1동,50~54세,총인구(명),2020,687.0
온양1동,50~54세,총인구_남자(명),2020,359.0
온양1동,50~54세,총인구_여자(명),2020,328.0
온양1동,50~54세,총인구_성비,2020,109.5
온양1동,50~54세,내국인(명),2020,610.0
온양1동,50~54세,내국인_남자(명),2020,324.0
온양1동,50~54세,내국인_여자(명),2020,286.0
온양1동,50~54세,내국인_성비,2020,113.3
온양1동,55~59세,총인구(명),2020,681.0
온양1동,55~59세,총인구_남자(명),2020,355.0
온양1동,55~59세,총인구_여자(명),2020,326.0
온양1동,55~59세,총인구_성비,2020,108.9
온양1동,55~59세,내국인(명),2020,626.0
온양1동,55~59세,내국인_남자(명),2020,321.0
온양1동,55~59세,내국인_여자(명),2020,305.0
온양1동,55~59세,내국인_성비,2020,105.2
온양1동,60~64세,총인구(명),2020,622.0
온양1동,60~64세,총인구_남자(명),2020,313.0
온양1동,60~64세,총인구_여자(명),2020,309.0
온양1동,60~64세,총인구_성비,2020,101.3
온양1동,60~64세,내국인(명),2020,587.0
온양1동,60~64세,내국인_남자(명),2020,293.0
온양1동,60~64세,내국인_여자(명),2020,294.0
온양1동,60~64세,내국인_성비,2020,99.7
온양1동,65~69세,총인구(명),2020,459.0
온양1동,65~69세,총인구_남자(명),2020,216.0
온양1동,65~69세,총인구_여자(명),2020,243.0
온양1동,65~69세,총인구_성비,2020,88.9
온양1동,65~69세,내국인(명),2020,440.0
온양1동,65~69세,내국인_남자(명),2020,206.0
온양1동,65~69세,내국인_여자(명),2020,234.0
온양1동,65~69세,내국인_성비,2020,88.0
온양1동,70~74세,총인구(명),2020,378.0
온양1동,70~74세,총인구_남자(명),2020,177.0
온양1동,70~74세,총인구_여자(명),2020,201.0
온양1동,70~74세,총인구_성비,2020,88.1
온양1동,70~74세,내국인(명),2020,369.0
온양1동,70~74세,내국인_남자(명),2020,174.0
온양1동,70~74세,내국인_여자(명),2020,195.0
온양1동,70~74세,내국인_성비,2020,89.2
온양1동,75~79세,총인구(명),2020,296.0
온양1동,75~79세,총인구_남자(명),2020,125.0
온양1동,75~79세,총인구_여자(명),2020,171.0
온양1동,75~79세,총인구_성비,2020,73.1
온양1동,75~79세,내국인(명),2020,293.0
온양1동,75~79세,내국인_남자(명),2020,123.0
온양1동,75~79세,내국인_여자(명),2020,170.0
온양1동,75~79세,내국인_성비,2020,72.4
온양1동,80~84세,총인구(명),2020,229.0
온양1동,80~84세,총인구_남자(명),2020,82.0
온양1동,80~84세,총인구_여자(명),2020,147.0
온양1동,80~84세,총인구_성비,2020,55.8
온양1동,80~84세,내국인(명),2020,227.0
온양1동,80~84세,내국인_남자(명),2020,82.0
온양1동,80~84세,내국인_여자(명),2020,145.0
온양1동,80~84세,내국인_성비,2020,56.6
온양1동,85~89세,총인구(명),2020,138.0
온양1동,85~89세,총인구_남자(명),2020,32.0
온양1동,85~89세,총인구_여자(명),2020,106.0
온양1동,85~89세,총인구_성비,2020,30.2
온양1동,85~89세,내국인(명),2020,134.0
온양1동,85~89세,내국인_남자(명),2020,31.0
온양1동,85~89세,내국인_여자(명),2020,103.0
온양1동,85~89세,내국인_성비,2020,30.1
온양1동,90~94세,총인구(명),2020,67.0
온양1동,90~94세,총인구_남자(명),2020,12.0
온양1동,90~94세,총인구_여자(명),2020,55.0
온양1동,90~94세,총인구_성비,2020,21.8
온양1동,90~94세,내국인(명),2020,66.0
온양1동,90~94세,내국인_남자(명),2020,12.0
온양1동,90~94세,내국인_여자(명),2020,54.0
온양1동,90~94세,내국인_성비,2020,22.2
온양1동,95~99세,총인구(명),2020,11.0
온양1동,95~99세,총인구_여자(명),2020,7.0
온양1동,95~99세,총인구_성비,2020,57.1
온양1동,95~99세,내국인(명),2020,10.0
온양1동,95~99세,내국인_여자(명),2020,7.0
온양1동,95~99세,내국인_성비,2020,42.9
온양1동,100세이상,총인구_성비,2020,50.0
온양1동,100세이상,내국인_성비,2020,50.0
온양1동,15세미만,총인구(명),2020,1275.0
온양1동,15세미만,총인구_남자(명),2020,669.0
온양1동,15세미만,총인구_여자(명),2020,606.0
온양1동,15세미만,총인구_성비,2020,110.4
온양1동,15세미만,내국인(명),2020,1244.0
온양1동,15세미만,내국인_남자(명),2020,645.0
온양1동,15세미만,내국인_여자(명),2020,599.0
온양1동,15세미만,내국인_성비,2020,107.7
온양1동,15~64세,총인구(명),2020,6993.0
온양1동,15~64세,총인구_남자(명),2020,3794.0
온양1동,15~64세,총인구_여자(명),2020,3199.0
온양1동,15~64세,총인구_성비,2020,118.6
온양1동,15~64세,내국인(명),2020,6451.0
온양1동,15~64세,내국인_남자(명),2020,3549.0
온양1동,15~64세,내국인_여자(명),2020,2902.0
온양1동,15~64세,내국인_성비,2020,122.3
온양1동,65세이상,총인구(명),2020,1581.0
온양1동,65세이상,총인구_남자(명),2020,649.0
온양1동,65세이상,총인구_여자(명),2020,932.0
온양1동,65세이상,총인구_성비,2020,69.6
온양1동,65세이상,내국인(명),2020,1542.0
온양1동,65세이상,내국인_남자(명),2020,632.0
온양1동,65세이상,내국인_여자(명),2020,910.0
온양1동,65세이상,내국인_성비,2020,69.5
온양1동,85세이상,총인구(명),2020,219.0
온양1동,85세이상,총인구_남자(명),2020,49.0
온양1동,85세이상,총인구_여자(명),2020,170.0
온양1동,85세이상,총인구_성비,2020,28.8
온양1동,85세이상,내국인(명),2020,213.0
온양1동,85세이상,내국인_남자(명),2020,47.0
온양1동,85세이상,내국인_여자(명),2020,166.0
온양1동,85세이상,내국인_성비,2020,28.3
온양1동,평균연령,총인구(명),2020,42.0
온양1동,평균연령,총인구_남자(명),2020,40.4
온양1동,평균연령,총인구_여자(명),2020,43.9
온양1동,평균연령,내국인(명),2020,42.0
온양1동,평균연령,내국인_남자(명),2020,40.2
온양1동,평균연령,내국인_여자(명),2020,44.0
온양1동,중위연령,총인구(명),2020,41.2
온양1동,중위연령,총인구_남자(명),2020,40.0
온양1동,중위연령,총인구_여자(명),2020,43.0
온양1동,중위연령,내국인(명),2020,41.1
온양1동,중위연령,내국인_남자(명),2020,39.8
온양1동,중위연령,내국인_여자(명),2020,43.2
온양2동,합계,총인구(명),2020,8251.0
온양2동,합계,총인구_남자(명),2020,4147.0
온양2동,합계,총인구_여자(명),2020,4104.0
온양2동,합계,총인구_성비,2020,101.0
온양2동,합계,내국인(명),2020,7002.0
온양2동,합계,내국인_남자(명),2020,3487.0
온양2동,합계,내국인_여자(명),2020,3515.0
온양2동,합계,내국인_성비,2020,99.2
온양2동,0~4세,총인구(명),2020,139.0
온양2동,0~4세,총인구_남자(명),2020,62.0
온양2동,0~4세,총인구_여자(명),2020,77.0
온양2동,0~4세,총인구_성비,2020,80.5
온양2동,0~4세,내국인(명),2020,105.0
온양2동,0~4세,내국인_남자(명),2020,46.0
온양2동,0~4세,내국인_여자(명),2020,59.0
온양2동,0~4세,내국인_성비,2020,78.0
온양2동,5~9세,총인구(명),2020,196.0
온양2동,5~9세,총인구_남자(명),2020,99.0
온양2동,5~9세,총인구_여자(명),2020,97.0
온양2동,5~9세,총인구_성비,2020,102.1
온양2동,5~9세,내국인(명),2020,162.0
온양2동,5~9세,내국인_남자(명),2020,80.0
온양2동,5~9세,내국인_여자(명),2020,82.0
온양2동,5~9세,내국인_성비,2020,97.6
온양2동,10~14세,총인구(명),2020,242.0
온양2동,10~14세,총인구_남자(명),2020,127.0
온양2동,10~14세,총인구_여자(명),2020,115.0
온양2동,10~14세,총인구_성비,2020,110.4
온양2동,10~14세,내국인(명),2020,231.0
온양2동,10~14세,내국인_남자(명),2020,120.0
온양2동,10~14세,내국인_여자(명),2020,111.0
온양2동,10~14세,내국인_성비,2020,108.1
온양2동,15~19세,총인구(명),2020,296.0
온양2동,15~19세,총인구_남자(명),2020,157.0
온양2동,15~19세,총인구_여자(명),2020,139.0
온양2동,15~19세,총인구_성비,2020,112.9
온양2동,15~19세,내국인(명),2020,289.0
온양2동,15~19세,내국인_남자(명),2020,153.0
온양2동,15~19세,내국인_여자(명),2020,136.0
온양2동,15~19세,내국인_성비,2020,112.5
온양2동,20~24세,총인구(명),2020,504.0
온양2동,20~24세,총인구_남자(명),2020,269.0
온양2동,20~24세,총인구_여자(명),2020,235.0
온양2동,20~24세,총인구_성비,2020,114.5
온양2동,20~24세,내국인(명),2020,468.0
온양2동,20~24세,내국인_남자(명),2020,256.0
온양2동,20~24세,내국인_여자(명),2020,212.0
온양2동,20~24세,내국인_성비,2020,120.8
온양2동,25~29세,총인구(명),2020,525.0
온양2동,25~29세,총인구_남자(명),2020,323.0
온양2동,25~29세,총인구_여자(명),2020,202.0
온양2동,25~29세,총인구_성비,2020,159.9
온양2동,25~29세,내국인(명),2020,451.0
온양2동,25~29세,내국인_남자(명),2020,284.0
온양2동,25~29세,내국인_여자(명),2020,167.0
온양2동,25~29세,내국인_성비,2020,170.1
온양2동,30~34세,총인구(명),2020,385.0
온양2동,30~34세,총인구_남자(명),2020,222.0
온양2동,30~34세,총인구_여자(명),2020,163.0
온양2동,30~34세,총인구_성비,2020,136.2
온양2동,30~34세,내국인(명),2020,260.0
온양2동,30~34세,내국인_남자(명),2020,146.0
온양2동,30~34세,내국인_여자(명),2020,114.0
온양2동,30~34세,내국인_성비,2020,128.1
온양2동,35~39세,총인구(명),2020,444.0
온양2동,35~39세,총인구_남자(명),2020,249.0
온양2동,35~39세,총인구_여자(명),2020,195.0
온양2동,35~39세,총인구_성비,2020,127.7
온양2동,35~39세,내국인(명),2020,315.0
온양2동,35~39세,내국인_남자(명),2020,178.0
온양2동,35~39세,내국인_여자(명),2020,137.0
온양2동,35~39세,내국인_성비,2020,129.9
온양2동,40~44세,총인구(명),2020,484.0
온양2동,40~44세,총인구_남자(명),2020,260.0
온양2동,40~44세,총인구_여자(명),2020,224.0
온양2동,40~44세,총인구_성비,2020,116.1
온양2동,40~44세,내국인(명),2020,349.0
온양2동,40~44세,내국인_남자(명),2020,182.0
온양2동,40~44세,내국인_여자(명),2020,167.0
온양2동,40~44세,내국인_성비,2020,109.0
온양2동,45~49세,총인구(명),2020,701.0
온양2동,45~49세,총인구_남자(명),2020,372.0
온양2동,45~49세,총인구_여자(명),2020,329.0
온양2동,45~49세,총인구_성비,2020,113.1
온양2동,45~49세,내국인(명),2020,545.0
온양2동,45~49세,내국인_남자(명),2020,281.0
온양2동,45~49세,내국인_여자(명),2020,264.0
온양2동,45~49세,내국인_성비,2020,106.4
온양2동,50~54세,총인구(명),2020,868.0
온양2동,50~54세,총인구_남자(명),2020,459.0
온양2동,50~54세,총인구_여자(명),2020,409.0
온양2동,50~54세,총인구_성비,2020,112.2
온양2동,50~54세,내국인(명),2020,711.0
온양2동,50~54세,내국인_남자(명),2020,370.0
온양2동,50~54세,내국인_여자(명),2020,341.0
온양2동,50~54세,내국인_성비,2020,108.5
온양2동,55~59세,총인구(명),2020,876.0
